,job_title,company_name,location,ctc_min(R$),ctc_max(R$),ctc_mean(R$),experience_min(years),experience_required(years),experience_mean(years),posted(days)
2459,Personal Assistant,Uttam Singh,Lucknow,11765.0,14118.0,12941.0,0,2,1.0,7
2460,WordPress Developer,Rovae Incorporation,Bangalore,17647.0,0.0,8824.0,0,2,1.0,7
2461,Architect,Deepika Aggarwal,Delhi,11765.0,14118.0,12941.0,0,2,1.0,7
2462,Assistant Portfolio Manager,Growth Arrow,Bangalore,23529.0,35294.0,29412.0,0,5,2.5,7
2463,Software Developer,Innovantes IT Solutions LLP,"Chandigarh, Shimla, Mumbai",14706.0,17647.0,16176.0,0,2,1.0,7
2464,Social Media Marketing Tutor (Personal Branding),Cine Wobbles,Work from home,11765.0,29412.0,20588.0,0,5,2.5,7
2465,Associate Software Developer,Digital Dreams Systems,Prayagraj,11765.0,14706.0,13235.0,0,2,1.0,7
2466,Telecaller,Trillium Real Estate,Work from home,0.0,0.0,0.0,0,2,1.0,7
2467,Marketing Executive,ClearTech Fabrics,Work from home,41176.0,47059.0,44118.0,0,5,2.5,7
2468,Front End Developer,Vijay Kailasam,Bangalore,11765.0,17647.0,14706.0,0,2,1.0,7
2469,Marketing Executive,UFaber Edutech,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,14
2470,Telecaller Executive,A1 Advance,"Hassan, Hosapete, Tumakuru, Uttara Kannada, Gadag, Chitradurga, Bangalore, Davanagere, Shivamogga, Udupi, Ballari, Kalaburagi, Koppal, Mangaluru, Vijayapura",23529.0,35294.0,29412.0,0,5,2.5,14
2471,Senior Search Engine Optimization (SEO) Executive,Monarch Web World,Work from home,17647.0,21176.0,19412.0,0,2,1.0,14
2472,Bookkeeper/Assistant/Cashier Executive,A1 Advance,"Bangalore, Kopargaon, Maharashtra, Wardha, Mumbai, Navi Mumbai, Badlapur, Ahmednagar, Beed, Surat, Hyderabad, Thane, Chennai, Dhule, Pune",23529.0,35294.0,29412.0,0,5,2.5,14
2473,Bookkeeper/Assistant/Cashier Executive,A1 Advance,"Nashik, Parbhani, Osmanabad, Amravati, Nagpur, Satara, Ratnagiri, Sangli, Pune, Solapur, Aurangabad, Kolhapur, Latur, Akola, Nanded",23529.0,35294.0,29412.0,0,5,2.5,14
2474,Bookkeeper/Assistant/Cashier Executive,A1 Advance,"Nalgonda, Kamareddy, Sangareddy, Gadwal, Khammam, Adilabad, Karimnagar, Mancherial, Hyderabad, Kothagudem, Siddipet, Nizamabad, Suryapet, Warangal, Mahbubnagar",23529.0,35294.0,29412.0,0,5,2.5,14
2475,Bookkeeper/Assistant/Cashier Executive,A1 Advance,"Rajamahendravaram, Srikakulam, Madanapalle, Tenali, Vizianagaram, Anantapur, Guntur, Kurnool, Kadapa, Vijayawada, Ongole, Nellore, Visakhapatnam, Proddatur, Nandyal",23529.0,35294.0,29412.0,0,5,2.5,14
2476,Bookkeeper/Assistant/Cashier Executive,A1 Advance,"Tiruchipalli, Trichey, Salem, Tambaram Sanatorium, Kancheepuram, Chennai, Vellore, Thanjavur, Cuddalore, Kanchipuram, Madurai, Tirunelveli, Coimbatore, Kanyakumari",23529.0,35294.0,29412.0,0,5,2.5,14
2477,Bookkeeper/Assistant/Cashier Executive,A1 Advance,"Vijaypura, Devanahalli, Gulbarga, Davanagere, Hassan, Udupi, Tumakuru, Shivamogga, Chitradurga, Hubli, Mysuru, Bangalore, Mangaluru, Ballari, Belagavi",23529.0,35294.0,29412.0,0,5,2.5,14
2478,Data Entry Executive,A1 Advance,"Sunam, Gurdaspur, Panipat, Sahibzada Ajit Singh Nagar, Batala Sub-District, Bathinda, Jalandhar, Chandigarh, Hoshiarpur, Amritsar, Abohar, Ludhiana, Barnala, Moga, Patiala",29412.0,41176.0,35294.0,0,5,2.5,14
2479,Full-Stack Developer,Ziegler Aerospace,Hyderabad,21176.0,28235.0,24706.0,0,2,1.0,14
2480,Office Assistant,A1 Advance,"Gorakpur Sub-District, Bareilly, Lucknow, Varanasi, Ranchi, Meerut, Ghaziabad, Delhi, Aligarh, Raipur, Prayagraj, Kanpur Dehat, Patna, Agra",29412.0,41176.0,35294.0,0,5,2.5,14
2481,Office Assistant,A1 Advance,"Vadodara, Surat, Palanpur, Porbandar, Anand, Gandhidham, Bhuj, Dudhrej, Junagadh, Morbi, Ahmedabad, Bhavnagar, Gandhinagar, Jamnagar, Rajkot",29412.0,41176.0,35294.0,0,5,2.5,14
2482,Flutter Developer,Pinsout Innovation,Noida,11765.0,0.0,5882.0,0,2,1.0,21
2483,Junior Graphic Designer,Akma Consumers Private Limited,Chennai,14118.0,21176.0,17647.0,0,2,1.0,14
2484,Office Assistant,A1 Advance,"Jaipur, Bhiwadi, Sikar, Kishangarh, Pali, Rajkot, Alawara, Bikaner, Jodhpur, Beawar, Bhilwara, Ajmer, Udaipur, Sri Ganganagar, Kota",29412.0,41176.0,35294.0,0,5,2.5,14
2485,Office Assistant,A1 Advance,"Nalgonda, Gadwal, Adilabad(U), Mahbubnagar, Mancherial, Siddipet, Kothagudem, Warangal, Suryapet, Khammam, Nizamabad, Wanaparthy, Mandamarri, Hyderabad, Karimnagar",29412.0,41176.0,35294.0,0,5,2.5,14
2486,Investment Banker (Fresher),Imarticus,Mumbai,11765.0,29412.0,20588.0,0,5,2.5,14
2487,Accounts Executive - Accounts Payable,CityMall,Gurgaon,14706.0,17647.0,16176.0,0,2,1.0,14
2488,Office Assistant,A1 Advance,"Cuddalore, Thanjavur, Kanchipuram, Vellore, Chennai, Tambaram Sanatorium, Tiruchirappalli, Kancheepuram, Salem, Thiruvananthapuram, Madurai, Puducherry, Kanyakumari, Coimbatore",29412.0,41176.0,35294.0,0,5,2.5,14
2489,Office Assistant,A1 Advance,"Hassan, Tumakuru, Uttara Kannada, Hosapete, Udupi, Bangalore, Shivamogga, Belgaum, Mysuru, Ballari, Kalaburagi, Mangaluru, Vijayapura, Hubli, Davanagere",29412.0,41176.0,35294.0,0,5,2.5,14
2490,Human Resources (HR) Executive,Bhartia Management Consultancy,Faridabad,11765.0,17647.0,14706.0,0,2,1.0,14
2491,Spring Boot Developer,Agrosperity Tech Solutions Private Limited (KiVi),Chennai,17647.0,23529.0,20588.0,0,2,1.0,14
2492,Human Resources (HR) Executive,AKK Corporation,Kolkata,11765.0,14118.0,12941.0,0,2,1.0,14
2493,WordPress Developer,Simplify Solutions,"Mehaboobpet, Karnataka, Warangal, West Godavari, East Godavari, Assam, Guntur, Bangalore, Hyderabad, Kadapa, Kurnool, Visakhapatnam, Chennai, Delhi, Ananthapuram",12941.0,20588.0,16765.0,0,2,1.0,14
2494,Business Analyst,Dough One Sources Private Limited,Delhi,11765.0,23529.0,17647.0,0,2,1.0,14
2495,Odia Expert Trainee,ROBUST RESULTS PRIVATE LIMITED,Noida,11765.0,14706.0,13235.0,0,2,1.0,14
2496,Malayalam Expert Trainee,ROBUST RESULTS PRIVATE LIMITED,Noida,11765.0,14706.0,13235.0,0,2,1.0,14
2497,Corporate Sales Specialist,Visas Abroad Services LLP,"Greater Noida, Noida",11765.0,17647.0,14706.0,0,2,1.0,14
2498,Bengali Expert Trainee,ROBUST RESULTS PRIVATE LIMITED,Noida,11765.0,14706.0,13235.0,0,2,1.0,14
2499,Gujarati Expert Trainee,ROBUST RESULTS PRIVATE LIMITED,Noida,11765.0,14706.0,13235.0,0,2,1.0,14
2500,Marathi Expert Trainee,ROBUST RESULTS PRIVATE LIMITED,Noida,11765.0,14706.0,13235.0,0,2,1.0,14
2501,Punjabi Expert Trainee,ROBUST RESULTS PRIVATE LIMITED,Noida,11765.0,14706.0,13235.0,0,2,1.0,14
2502,Telugu Expert Trainee,ROBUST RESULTS PRIVATE LIMITED,Noida,11765.0,14706.0,13235.0,0,2,1.0,14
2503,Tamil Expert,ROBUST RESULTS PRIVATE LIMITED,Noida,11765.0,14706.0,13235.0,0,2,1.0,14
2504,English Trainer,SR Edu Technologies,Hyderabad,17647.0,29412.0,23529.0,0,5,2.5,14
2505,Full Stack Web Developer,MentorBoxx,Work from home,29412.0,5882.0,17647.0,0,5,2.5,14
2506,Business Development Associate,MentorBoxx,Pune,23529.0,41176.0,32353.0,0,5,2.5,14
2507,Data Entry Executive,A1 Advance,"Agartala, Kailashahar, Dharmanagar, Udaipur, Bishalgarh, Santirbazar, Kumarghat, Panisagar, Belonia, Teliamura, Amarpur, Ranirbazar, Ambassa",23529.0,35294.0,29412.0,0,5,2.5,14
2508,ASP.NET Developer,AKK Corporation,Kolkata,11765.0,35294.0,23529.0,0,5,2.5,14
2509,Data Entry Executive,A1 Advance,"Dawki, Mawlai-Mawïong, West Garo Hills, East Garo Hills, Guwahati, Shillong, Nongthymmai, Jowai, Resubelpara, Baghmara, Tura, Williamnagar, Cherrapunjee, Nongpoh, Ampati",23529.0,35294.0,29412.0,0,5,2.5,14
2510,Junior Social Media Marketing Associate,Lori Health,Bangalore,11765.0,14706.0,13235.0,0,2,1.0,14
2511,Telecalling,Insuremile Insurance Web Aggregator,Work from home,11765.0,14706.0,13235.0,0,2,1.0,14
2512,Corporate Sales Executive,603 The Coworking Space,Mumbai,11765.0,14706.0,13235.0,0,2,1.0,14
2513,English Trainer,GP CONSULTANCY,Sonipat,11765.0,14118.0,12941.0,0,2,1.0,14
2514,Digital Marketing Manager,KRISHNA PATHAK,Bagalur,15294.0,18235.0,16765.0,0,2,1.0,14
2515,Academic Counselor For UK And Canada Process,Euro Dreams - Study Abroad Consultancy,Indore,17647.0,21176.0,19412.0,0,2,1.0,14
2516,Customer Support Executives,Goodwill Wealth Management Private Limited,"Chennai, Mylapore",11765.0,12353.0,12059.0,0,2,1.0,14
2517,Assistant Marketing Manager,Citicap Channels Limited,Delhi,12000.0,13412.0,12706.0,0,2,1.0,14
2518,Content Editor Job,Indigo 91.9 FM,Bangalore,17647.0,35294.0,26471.0,0,5,2.5,14
2519,Video Editor,Johnsons Suraj Films International,Delhi,14118.0,17647.0,15882.0,0,2,1.0,14
2520,Operations Manager,Classbuk,Thane,17647.0,21176.0,19412.0,0,2,1.0,14
2521,Laravel Developer,Hyvikk Solutions,Bhavnagar,11765.0,20588.0,16176.0,0,2,1.0,14
2522,Inside Sales Executive,DrinkPrime,Bangalore,13235.0,20588.0,16912.0,0,2,1.0,14
2523,Travel Sales Executive,TravCred,Delhi,11765.0,17647.0,14706.0,0,2,1.0,14
2524,Visual Designer,MiraKod,Work from home,12000.0,0.0,6000.0,0,2,1.0,14
2525,Tax Advisor,TaxBlock India Private Limited,Pune,11765.0,12353.0,12059.0,0,2,1.0,14
2526,Inside Sales Representative,Posist Technologies Private Limited,Mumbai,11765.0,17647.0,14706.0,0,2,1.0,14
2527,Digital Marketing Associate,The Poly Kids,Dehradun,11765.0,14706.0,13235.0,0,2,1.0,14
2528,Business Development Associate,Edu-Station,Bangalore,23529.0,41176.0,32353.0,0,5,2.5,14
2529,Office Assistant,A1 Advance,Work from home,29412.0,41176.0,35294.0,0,5,2.5,14
2530,Business Development Executive,Cloudare Technologies Private Limited,Noida,17647.0,23529.0,20588.0,0,2,1.0,14
2531,Accountant,Kuberjee Tech Private Limited,Surat,11765.0,15529.0,13647.0,0,2,1.0,14
2532,Social Media Manager,Elgante Vogue Private Limited,Delhi,11765.0,17647.0,14706.0,0,2,1.0,14
2533,Project Management Office (PMO) - Executive,Talen Recruit Software Private Limited,Bangalore,14706.0,16471.0,15588.0,0,2,1.0,14
2534,Business Development Manager,Thrive Multi Designer Store,Faridabad,11765.0,14706.0,13235.0,0,2,1.0,14
2535,HR Recruitment Specialist,Gratitude India,Work from home,11765.0,20588.0,16176.0,0,2,1.0,14
2536,Content Writer,ByDevumm,Ahmedabad,11765.0,0.0,5882.0,0,2,1.0,14
2537,Business Development Associate,Bunkerfit,Gurgaon,23529.0,47059.0,35294.0,0,5,2.5,14
2538,Field Marketing Coordinator,CIPHER Healthcare,Hyderabad,14824.0,21176.0,18000.0,0,2,1.0,14
2539,Field Marketing,DAC's Incorporation,Bangalore,14118.0,21176.0,17647.0,0,2,1.0,14
2540,Sales Executive,The Rising Consultancy,Mumbai,11765.0,28235.0,20000.0,0,2,1.0,14
2541,Marketing Specialist,Trueline Media,"Mohali, Chandigarh, Panchkula, Kharar",14118.0,21176.0,17647.0,0,2,1.0,14
2542,Business Development Executive (sales),UrbanPro,Work from home,17647.0,0.0,8824.0,0,2,1.0,14
2543,Accountant,Sensys Technologies Private Limited,Goregaon Kh,11765.0,14412.0,13088.0,0,2,1.0,14
2544,Junior Social Media Marketing Associate,Telosa,Work from home,11765.0,14706.0,13235.0,0,2,1.0,14
2545,Telecaller,Kredent InfoEdge Private Limited (Elearnmarkets And StockEdge),Kolkata,11765.0,17647.0,14706.0,0,2,1.0,14
2546,Travel Executive - Visa Processing,Itzeazy,Work from home,11765.0,11765.0,11765.0,0,2,1.0,14
2547,Social Media Trainee,Elogicals Technology Private Limited,"Gandhinagar, Ahmedabad",17647.0,21176.0,19412.0,0,2,1.0,14
2548,Video Spokesperson,GUVI Geek Networks (IITM Incubated),Chennai,17647.0,29412.0,23529.0,0,5,2.5,14
2549,Social Media Community Builder,Hyperreality Technologies,Bangalore,14118.0,23529.0,18824.0,0,2,1.0,14
2550,Sales Executive,Kplus Infotech Private Limited,Mumbai,17647.0,41176.0,29412.0,0,5,2.5,14
2551,Sales Executive,Kplus Infotech Private Limited,Mumbai,17647.0,41176.0,29412.0,0,5,2.5,14
2552,Sales Operations Engineer,Bharati Robotic Systems India Private Limited,"Pune, Mumbai",14706.0,0.0,7353.0,0,2,1.0,14
2553,Business Analyst,Ideas 4 Transformation,"Bangalore, Thane",11765.0,14706.0,13235.0,0,2,1.0,14
2554,Data Entry Executive,A1 Advance,"Thenzawl, Chawngte, Khawzawl, Mamit, Reiek, Saitual, Champhai, Kolasib, Aizawl, Vairengte, Lunglei, Serchhip, Lawngtlai",23529.0,35294.0,29412.0,0,5,2.5,14
2555,Data Entry Executive,A1 Advance,"Imphal, Bishnupur, Ukhrul, Tamenglong, Kakching, Moirang, Thoubal, Churachandpur, Chandel, Nambol, Lilong Chajing, Mayang Imphal, Jiribam, Wangjing, Samurou",23529.0,35294.0,29412.0,0,5,2.5,14
2556,Data Entry Executive,A1 Advance,"Wokha, Pfutsero, Zunheboto, Tseminyu, Kiphire, Mon Village, Chumukedima Vill., Tuli, Mokokchung Village, Satakha, Shamator Hq, Kohima, Dimapur, Phek, Tuensang",23529.0,35294.0,29412.0,0,5,2.5,14
2557,Telecalling,Pikorua Realty,Ahmedabad,11765.0,23529.0,17647.0,0,2,1.0,14
2558,Human Resources (HR) Executive,Kapalin Insurance Broking Private Limited,Mumbai,14706.0,17647.0,16176.0,0,2,1.0,14
2559,Junior Social Media Marketing Executive,Gamestack.in,Work from home,11765.0,12941.0,12353.0,0,2,1.0,14
2560,MIS Executive,Shakti Agritech Farming And Livelihood (SAFAL),"Bhopal, Gwalior West",11765.0,0.0,5882.0,0,2,1.0,14
2561,Stock Market Trader,Armeridian,Delhi,32353.0,38235.0,35294.0,0,5,2.5,14
2562,Architect,Expastudio Consulting Private Limited,"Delhi, Gurgaon",17647.0,23529.0,20588.0,0,2,1.0,14
2563,Sales Consultant,Competishun,Jaipur,11765.0,14118.0,12941.0,0,2,1.0,14
2564,Data Operations Coordinator,S&M Ventures India Private Limited,Work from home,11765.0,0.0,5882.0,0,2,1.0,14
2565,Business Development Executive,Parmeshwar Associates,Indore,14706.0,17647.0,16176.0,0,2,1.0,14
2566,Business Development Associate,Datachip Tech,"Guntur, Hyderabad, Vijayawada",11765.0,29412.0,20588.0,0,5,2.5,14
2567,Senior Consultant - Recruitment,FyndBridge Consulting Services,Work from home,11765.0,23529.0,17647.0,0,2,1.0,14
2568,Business Development Manager,Shree Balaji Team Acquisition LLP,Kurukshetra,11765.0,0.0,5882.0,0,2,1.0,14
2569,US IT Recruiter,Stellar Professionals,Mohali,11765.0,14706.0,13235.0,0,2,1.0,14
2570,Video Editor,Prism Marketing Management LLC,Work from home,12941.0,14118.0,13529.0,0,2,1.0,14
2571,Video Editor,Cent Percent Mathematics,Delhi,11765.0,14118.0,12941.0,0,2,1.0,14
2572,Market Research And Inside Sales,DigitalLancers,Work from home,0.0,85.0,42.0,0,2,1.0,14
2573,Front Desk Executive,AKK Corporation,Mumbai,11765.0,29412.0,20588.0,0,5,2.5,14
2574,Data Entry Executive,A1 Advance,"Kullu, Manali, Mandi, Shimla, Solan, Baddi, Nahan, Hamirpur, Bilaspur, Palampur, Jubbal, Sundarnagar, Chamba, Dharamshala, Indore",23529.0,35294.0,29412.0,0,5,2.5,14
2575,Customer Support Executive,True North International,Bangalore,14706.0,20588.0,17647.0,0,2,1.0,14
2576,Content Editor Executive,A1 Advance,Work from home,35294.0,41176.0,38235.0,0,5,2.5,14
2577,Office Assistant,A1 Advance,"Amravati, Parbhani, Satara, Nagpur, Nashik, Aurangabad, Osmanabad, Kolhapur, Nanded, Latur, Akola, Pune, Solapur, Sangli, Ratnagiri",29412.0,41176.0,35294.0,0,5,2.5,14
2578,Data Entry Executive,A1 Advance,"Chowkham, Namsai, Itanagar, Naharlagun, Bordumsa, Khonsa, Tezu, Deomali, Pasighat, East Siang, Wakro Village, Gandhigram, Walongtoi, Kalaktang, Bomdila",23529.0,35294.0,29412.0,0,5,2.5,14
2579,Computer Operator Executive,A1 Advance,"Tambaram Sanatorium, Salem, Tiruchipalli, Trichey, Kanyakumari, Kancheepuram, Thanjavur, Tirunelveli, Chennai, Vellore, Cuddalore, Kanchipuram, Coimbatore, Madurai",23529.0,35294.0,29412.0,0,5,2.5,14
2580,Computer Operator Executive,A1 Advance,"Gadwal, Wanaparthy, Nalgonda, Hyderabad, Khammam, Kothagudem, Nizamabad, Mandamarri, Mahbubnagar, Siddipet, Mancherial, Karimnagar, Adilabad, Warangal, Suryapet",23529.0,35294.0,29412.0,0,5,2.5,14
2581,Computer Operator Executive,A1 Advance,"Uttara Kannada, Gadag, Hosapete, Tumakuru, Hassan, Udupi, Koppal, Ballari, Kalaburagi, Chitradurga, Mangaluru, Vijayapura, Bangalore, Davanagere, Shivamogga",23529.0,35294.0,29412.0,0,5,2.5,14
2582,Data Entry Executive,A1 Advance,"Shivamogga, Bangalore, Udupi, Hassan, Davanagere, Kalaburagi, Ballari, Mangaluru, Chitradurga, Vijayapura, Hosapete, Koppal, Uttara Kannada, Tumakuru, Gadag",23529.0,35294.0,29412.0,0,5,2.5,14
2583,Data Entry Executive,A1 Advance,"Chennai, Coimbatore, Madurai, Puducherry, Sivaganga, Virudhunagar, Pudukkottai, Thiruvarur, Perambalur, Nilgiris, Salem, Ramanathapuram, Thiruvananthapuram, Tiruchirappalli",17647.0,35294.0,26471.0,0,5,2.5,14
2584,Data Entry Executive,A1 Advance,"Ajmer, Alwar, Bhilwara, Bikaner, Beawar, Dholpur, Jodhpur, Kota, Sri Ganganagar, Udaipur, Sikar, Bhiwadi, Jaipur, Rajkot, Sawaimadhopur",29412.0,35294.0,32353.0,0,5,2.5,14
2585,Computer Operator Executive,A1 Advance,"Kannur, Kochi, Kanchipuram, Vijayawada, Kadapa, Bangalore, Telangana, Kurnool, Madurai, Hubli, Visakhapatnam, Kalaburagi, Ballari, Chennai, Coimbatore",23529.0,35294.0,29412.0,0,5,2.5,14
2586,Data Entry Executive,A1 Advance,"Ongole, Vijayawada, Eluru, Tadipatri, Visakhapatnam, Srikurmam, Nandyala, Nellore, Anantapur, Guntur, Kadapa, Kurnool, Rajamahendravaram, Vizianagaram, Tirupati",17647.0,29412.0,23529.0,0,5,2.5,14
2587,Computer Operator Executive,A1 Advance,"Solapur, Yavatmal, Jalna, Pimpri-Chinchwad, Jalgaon, Aurangabad, Pune, Kolhapur, Akurdi, Chakan, Nagpur, Lohgaon, Nashik",23529.0,35294.0,29412.0,0,5,2.5,14
2588,Back-Office Operator Executive,A1 Advance,"Kannur, Vijayawada, Tiruppur, Kochi, Salem, Hubali-Dharwad, Bangalore, Kalaburagi, Chennai, Coimbatore, Guntur, Kozhikode, Warangal, Vishakhapatnam, Shivamogga",23529.0,29412.0,26471.0,0,5,2.5,14
2589,Data Entry Executive,A1 Advance,"Nashik, Nagpur, Ichalkaranji, Lonavala, Bhidi, Jalgaon, Aurangabad, Nanded, Yavatmal, Solapur, Amravati, Kolhapur, Gondia, Jalna, Satara",11765.0,29412.0,20588.0,0,5,2.5,14
2590,Data Entry Executive,A1 Advance,"Mehsana, Gandhidham, Surat, Anand, Jamnagar, Ahmedabad, Navsari, Vadodara, Palanpur, Porbandar, Bhuj, Junagadh, Valsad, Patan, Bhavnagar",17647.0,29412.0,23529.0,0,5,2.5,14
2591,Data Entry Executive,A1 Advance,"Nagaon, Goalpara, Sivasagar, Tezpur, Silchar, North Lakhimpur, Kokrajhar, Sonitpur, Diphu, Tinsukia, Haflong, Chapar, Dibrugarh, Guwahati, Karimganj",23529.0,35294.0,29412.0,0,5,2.5,14
2592,Database Management Executive,A1 Advance,Work from home,35294.0,47059.0,41176.0,0,5,2.5,14
2593,Customer Care -Invoice Executive,A1 Advance,Work from home,23529.0,35294.0,29412.0,0,5,2.5,14
2594,Data Entry Executive,A1 Advance,"Ravangla, Rangpo, Jorethang, Gangtok, Namchi, Soreng, Chungthang, Geyzing, Rhenock, Singtam, Yuksom, Phodong, Rinchenpong, Nayabazar",23529.0,35294.0,29412.0,0,5,2.5,14
2595,Associate Full Stack Developer,Analystt.ai,Work from home,14118.0,17647.0,15882.0,0,2,1.0,14
2596,Data Entry Executive,A1 Advance,"Chatrapur, Balasore, Sundargarh, Bhawanipatna, Khordha, Baripada, Kendrapara, Brahmapur, Bhadrak, Bhubaneswar, Cuttack, Puri, Rourkela, Sambalpur, Jharsuguda",23529.0,35294.0,29412.0,0,5,2.5,14
2597,React Developer,Analystt.ai,Work from home,14118.0,17647.0,15882.0,0,2,1.0,14
2598,Telesales & Business Development,Blub World,Work from home,11765.0,17647.0,14706.0,0,2,1.0,14
2599,Associate Sales Consultant,AKK Corporation,"Chennai, Gurgaon, Bangalore, Hyderabad, Mumbai",11765.0,23529.0,17647.0,0,2,1.0,14
2600,Associate Graphic Designer,SR Edu Technologies,Hyderabad,14706.0,20588.0,17647.0,0,2,1.0,14
2601,Coding Trainer,SR Edu Technologies,Hyderabad,11765.0,17647.0,14706.0,0,2,1.0,14
2602,Administration & HR Associate,Eclat Hospitality,Work from home,11765.0,12353.0,12059.0,0,2,1.0,14
2603,Business Development Executive,BCM Group,Pune,17647.0,41176.0,29412.0,0,5,2.5,14
2604,Corporate Sales Executive,Shree Saibaba Marble Co.,Vadodara,14706.0,23529.0,19118.0,0,2,1.0,14
2605,Project Management Executive,Edufic Digital,Chennai,11765.0,14706.0,13235.0,0,2,1.0,14
2606,Customer Relation Manager,Lifewall Greentech Private Limited,Delhi,23529.0,35294.0,29412.0,0,5,2.5,14
2607,Graphic Designer,Hawwa Supermarket,Chennai,14706.0,17647.0,16176.0,0,2,1.0,14
2608,Growth And Strategy Specialist,Discoveries Quintessential Private Limited (PloPdo),Bangalore,28235.0,29412.0,28824.0,0,5,2.5,14
2609,Telecaller,Spazemedia Events & Digital Services,Mumbai,11765.0,29412.0,20588.0,0,5,2.5,14
2610,Social Media Marketing Manager,Inaya Couture,Delhi,11765.0,29412.0,20588.0,0,5,2.5,14
2611,Admin Executive - Store And Accounts,Kirat Crafts,"Bagru, Jaipur",11765.0,14118.0,12941.0,0,2,1.0,14
2612,Social Media Marketing Specialist,Innolix Digital Media Private Limited,Hyderabad,21176.0,29412.0,25294.0,0,5,2.5,14
2613,Subject Matter Expert,ACS Networks & Technologies Private Limited,Work from home,17647.0,0.0,8824.0,0,2,1.0,14
2614,Junior Graphic Designer,Komet Media,Work from home,11765.0,14706.0,13235.0,0,2,1.0,14
2615,Tele Counselor,Prishatech India (OPC) Private Limited (Rojgar Lab),Gurgaon,11765.0,14706.0,13235.0,0,2,1.0,14
2616,Full Stack Developer,Qurious Click,"Vadodara, Amreli, Junagadh, Anand, Rajkot, Mehsana, Nadiad, Jamnagar, Bhavnagar, Ahmedabad",11765.0,23529.0,17647.0,0,2,1.0,14
2617,IELTS Trainer/Tutor,OSI Visa & Immigration,"Khambhat, Borsad, Nadiad, Anand",11765.0,12353.0,12059.0,0,2,1.0,14
2618,Sales Coordinator,Eggfirst Advertising,Mumbai,11765.0,12353.0,12059.0,0,2,1.0,14
2619,Customer Support Executive,Conwar Hire Services,Delhi,11765.0,0.0,5882.0,0,2,1.0,14
2620,Telesales Executive,StockEdge,Kolkata,11765.0,17647.0,14706.0,0,2,1.0,14
2621,Corporate Sales Executive,Digibells Esolutions India Private Limited,Noida,12000.0,17647.0,14824.0,0,2,1.0,14
2622,Corporate Sales Executive,FINNATURE SOLUTIONS,Ghaziabad,11765.0,17647.0,14706.0,0,2,1.0,14
2623,Corporate Sales Executive,Spinclabs,Mumbai,20588.0,23529.0,22059.0,0,2,1.0,14
